price,net_weight_oz,nutrition_score,etapa
1.9667821260296956,0.6181310725098489,0.86731080317987,z-score
-0.046773204984784225,-0.46270421036397763,0.06475834039032753,z-score
-0.9675090788143128,0.1976153744050926,0.638010099525715,z-score
0.7675192152228335,-0.2160291521620045,0.2176254761597642,z-score
0.9023475898105872,-0.6568148063028562,0.638010099525715,z-score
-0.2064383854176505,-0.4276612355219146,0.8290940192375108,z-score
-0.8876764885978797,0.07805698964981872,0.06475834039032753,z-score
-0.3767479112127078,-0.7121277371810145,0.2940590440444825,z-score
-1.010086460263077,-0.5795141265041878,-1.0435283939380882,z-score
-0.7883292652174296,-0.7756860739043642,0.10297512433268668,z-score
-0.8450991071491153,-0.540348448739529,-0.6995773384568558,z-score
-0.9728312514954084,-0.20709662916304722,-0.011675227494390806,z-score
-0.633986257465659,-0.7251829631025675,0.2176254761597642,z-score
-0.15321665860669514,-0.5589006118912095,0.3322758279868417,z-score
0.9768580073459247,-0.7296492246020461,1.096611506834025,z-score
-0.8007476681399859,-0.5475631788540715,-0.04989201143674997,z-score
-0.7954254954588904,-0.4091090723702341,0.4469261798139192,z-score
-0.9018689490808012,-0.27443411023210956,0.5997933155833558,z-score
-0.7688146320534126,-0.32699857249520414,0.5233597476986375,z-score
-0.7688146320534126,-0.3970845221793302,0.2176254761597642,z-score
-0.5133503433608266,-0.39674096360244715,-0.20275914720618662,z-score
0.16966181737976757,-0.565428224851986,-0.16454236326382746,z-score
-1.0526638417118415,-0.5427533587777099,0.02654155644796836,z-score
-0.029032629381132484,-0.7227780530643867,0.06475834039032753,z-score
-0.06983595326953171,-0.5578699361605606,-0.279192715090905,z-score
0.10756980276698631,-0.7289621074482802,-0.5467102026874191,z-score
-0.8947727188393404,-0.2318328466986211,-0.20275914720618662,z-score
-0.15499071616706028,-0.6880786367992066,0.40870939587156,z-score
0.22643165931145337,-0.5716122792358794,0.7908772352951516,z-score
0.020640982309092448,-0.5534036746610819,-0.04989201143674997,z-score
0.952021201500812,-0.45995574174891385,-0.279192715090905,z-score
-0.5417352643266695,-0.46785758901722213,-0.2409759311485458,z-score
-0.5736683004132429,-0.45274101163437147,-0.31740949903326415,z-score
0.29384584660533036,0.19727181582820946,0.2176254761597642,z-score
0.625594610393619,-0.5726429549665283,0.5233597476986375,z-score
-1.1732997558166738,0.0756520796116379,0.8290940192375108,z-score
-0.6286640847845634,-0.457894390287616,0.14119190827504585,z-score
-0.47609513459315783,-0.5705816035052305,0.8290940192375108,z-score
-0.38916631413526415,0.03511216753944734,-0.7377941223992149,z-score
-1.0562119568325719,-0.5784834507735389,0.5615765316409966,z-score
-0.6038272789394509,-0.4558330388263182,-0.5849269866297783,z-score
-0.7510740564497609,-0.5911951181182087,0.02654155644796836,z-score
-0.7404297110875697,-0.4506796601730736,-0.6995773384568558,z-score
0.09515139984443001,-0.4417471371741164,0.10297512433268668,z-score
0.7373602366966254,-0.14078982382463381,0.3322758279868417,z-score
0.30981236464861694,-0.11880207490412366,-1.1199619618228065,z-score
-0.21176055809874608,-0.4726674090935838,0.17940869221740502,z-score
-0.13192796788231295,-0.6434160218044204,-1.0817451778804474,z-score
-1.0154086329441727,-0.4077348380627022,-0.6995773384568558,z-score
-0.7599443442515867,0.07152937668904222,0.25584226010212335,z-score
0.5901134591863154,0.04919806919164916,-0.279192715090905,z-score
-0.6552749481900412,-0.4221642982917871,-0.6613605545144966,z-score
-0.013066111337845888,-0.7289621074482802,-0.7760109063415741,z-score
-0.7067226174406314,-0.29298627338378996,0.40870939587156,z-score
-0.19224592493472906,-0.7227780530643867,-1.1581787457651658,z-score
0.08273299692187401,-0.7739682810199493,-0.31740949903326415,z-score
-1.0526638417118415,-0.7756860739043642,0.14119190827504585,z-score
-0.5577017823699562,-0.6894528711067384,0.3322758279868417,z-score
-0.2951412634359095,-0.7289621074482802,-0.7377941223992149,z-score
-0.027258571820767342,0.0663759980357977,1.287695426545821,z-score
-0.9763793666161387,0.5497629157101378,1.2494786426034616,z-score
-1.0650822446343977,0.5463273299413081,1.7080800499117716,z-score
0.034833442792013905,0.10210609003162666,1.593429698084694,z-score
-0.5931829335772597,0.03579928469321327,1.1348282907763843,z-score
-1.2087809070239774,0.15776257948666786,1.593429698084694,z-score
-1.0349232661081897,0.1835294727528907,1.822730401738849,z-score
-0.9675090788143128,-0.28577154326924753,-1.234612313649884,z-score
-0.17095723421034686,-0.729992783178929,-0.279192715090905,z-score
-0.7617184018119519,-0.7114406200272486,-0.2409759311485458,z-score
-0.6251159696638331,-0.30913352649728953,0.37049261192920085,z-score
-0.3057856087981005,-0.5716122792358794,-0.6613605545144966,z-score
-0.4104550048596463,-0.23080217096797226,-0.47027663480270077,z-score
-0.6233419121034678,-0.5791705679273047,-0.31740949903326415,z-score
0.049025903274935355,-0.7186553501417909,-1.1581787457651658,z-score
-0.9054170642015315,-0.5733300721202943,-0.3556262829756233,z-score
0.4623813148400224,1.4739354875253294,0.17940869221740502,z-score
-0.5044800555590008,4.215876489628321,-0.5467102026874191,z-score
-0.5239946887230178,1.2818862430477491,0.40870939587156,z-score
-0.45303238630841053,1.267113224241781,0.2940590440444825,z-score
-0.8610656251924019,-0.5836368294267834,-0.6231437705721374,z-score
-0.6393084301467544,-0.7691584609435876,-1.234612313649884,z-score
-0.8521953373905762,0.890916582554928,-1.9607312085547082,z-score
0.45173696947783154,0.2254436191326131,-1.9607312085547082,z-score
2.3393342137063833,0.9091251871297255,-1.9607312085547082,z-score
-0.9657350212539475,0.3192351106216643,-1.9607312085547082,z-score
2.8502627910915543,0.937640549011012,-1.9607312085547082,z-score
-0.4512583287480454,-0.6626553021098667,-1.9607312085547082,z-score
0.7462305244984512,1.6099846839709862,-1.9607312085547082,z-score
-0.0254845142604022,-0.7186553501417909,-1.9607312085547082,z-score
-1.0650822446343977,-0.5338208357787526,-1.9607312085547082,z-score
0.8633183234825531,-0.5674895763132838,-1.9607312085547082,z-score
0.8384815176374407,-0.12567324644178304,0.5997933155833558,z-score
1.5711672900682603,0.034081491808798395,0.8290940192375108,z-score
1.9472674928656781,-0.18064261874305845,-0.1263255793214683,z-score
-0.36965168097124707,-0.43831155140528666,1.2112618586611026,z-score
-0.6943042145180751,-0.44037290286658454,1.2112618586611026,z-score
-0.8273585315454636,0.18902640998301834,1.7462968338541307,z-score
0.9662136619837335,-0.446556957250478,-1.9607312085547082,z-score
-0.09822087423537462,-0.3671949259905117,-1.9607312085547082,z-score
-0.4459361560669498,-0.8845941427762659,-1.9607312085547082,z-score
-0.9710571939350433,-0.6894528711067384,-1.9607312085547082,z-score
0.6078540347899672,-0.8773794126617236,-1.9607312085547082,z-score
1.2873180804098312,-0.8773794126617236,-1.9607312085547082,z-score
1.3103808286945788,-0.884250584199383,-1.9607312085547082,z-score
0.2743312134413135,0.07393428672722303,-0.8142276902839333,z-score
-0.11241333471829591,-0.504961915320583,0.37049261192920085,z-score
0.8721886112843791,0.1605110481017318,0.17940869221740502,z-score
0.9591174317422729,-0.4300661455600954,-0.47027663480270077,z-score
0.06321836375785682,0.11997113602954101,0.37049261192920085,z-score
0.05612213351639624,0.1859343827910715,0.48514296375627836,z-score
0.419803933391258,-0.4668269132865733,-0.6231437705721374,z-score
-0.7155929052424572,-0.5705816035052305,-0.8142276902839333,z-score
0.20869108370780165,-0.5018698881286363,0.638010099525715,z-score
-0.4441620985065846,-0.6011583168478148,0.02654155644796836,z-score
0.4889921782455001,-0.540692007316412,0.25584226010212335,z-score
-0.6091494516205463,-0.45239745305748846,0.86731080317987,z-score
0.04547778815420507,-0.5750478650047092,-0.08810879537910914,z-score
0.34174540073519016,-0.3936489364105004,0.638010099525715,z-score
0.508506811409517,0.17390983260016746,-0.6613605545144966,z-score
-0.5151244009211919,-0.422851415445553,-0.6613605545144966,z-score
0.2902977314846001,-0.541379124470178,-0.5084934187450599,z-score
-1.0047642875819816,-0.4633913275177436,-0.011675227494390806,z-score
-0.7155929052424572,-0.1954156375490262,0.48514296375627836,z-score
-0.40690688973891587,-0.10780820044386857,0.8290940192375108,z-score
-0.880580258356419,0.22166447478690043,0.5615765316409966,z-score
-0.3430408175657693,0.17562762548458247,-0.1263255793214683,z-score
-0.4459361560669498,-0.1332315351332085,-0.04989201143674997,z-score
0.12531037837063805,0.2226951505175494,0.7908772352951516,z-score
-0.6801117540351537,-0.446213398673595,1.096611506834025,z-score
-0.9267057549259138,-0.4534281287881374,0.86731080317987,z-score
-0.44948427118768025,-0.5461889445465395,1.32591221048818,z-score
-0.910739236882627,0.03579928469321327,1.4787793462576166,z-score
0.002900406705440709,0.6198488653942639,1.2112618586611026,z-score
0.02596315499018819,-0.4541152459419034,1.7080800499117716,z-score
-0.39448848681635956,0.08733307122565892,1.6316464820270533,z-score
-0.23837142150422372,-0.40945263094711715,1.4023457783728983,z-score
0.26013875295839206,-0.15384504974618668,-0.1263255793214683,z-score
-0.011292053777480746,-0.623489624345208,-0.5849269866297783,z-score
-0.6854339267162493,-0.15487572547683565,0.5997933155833558,z-score
-0.8823543159167843,-0.3950231707180323,-0.47027663480270077,z-score
-0.23127519126276297,0.6459593172373697,1.3641289944305393,z-score
-0.832680704226559,0.761051440493165,1.4405625623152574,z-score
-1.215877137265438,0.5731248989381799,1.6698632659694124,z-score
-0.10354304691647004,0.17837609409964617,1.1348282907763843,z-score
2.3623969619911303,-0.730336341755812,1.4023457783728983,z-score
0.15724341445721157,-0.7011338627207595,1.4023457783728983,z-score
0.7746154454642941,-0.5922257938488577,0.7526604513527925,z-score
2.1495100547473087,0.10073185572409481,0.7144436674104333,z-score
1.8692089602096105,-0.5887902080800279,0.2176254761597642,z-score
0.2619128105187572,-0.5977227310789852,0.2176254761597642,z-score
-0.6375343725863892,1.2516530882820474,0.2940590440444825,z-score
-1.0757265899965889,-0.5777963336197729,0.9819611550069475,z-score
-0.19047186737436392,-0.5235140784722635,1.32591221048818,z-score
0.06854053643895255,0.5837752148215518,1.6316464820270533,z-score
-0.11418739227866105,-0.5516858817766671,1.32591221048818,z-score
-0.2224049034609371,-0.4159802439078936,1.2494786426034616,z-score
-1.0526638417118415,-0.4592686245951479,1.1730450747187433,z-score
-0.20111621273655492,0.1886828514061352,1.287695426545821,z-score
-0.2153086732194764,-0.5537472332379649,1.6698632659694124,z-score
-0.42287340778220245,0.5645359345161056,1.4787793462576166,z-score
0.19804673834561048,1.3839231403819914,-1.9607312085547082,z-score
2.3233676956630966,1.338916966810322,-1.9607312085547082,z-score
-0.04322508986405394,-0.6042503440397617,0.14119190827504585,z-score
-0.08048029863172255,-0.575391423581592,-0.04989201143674997,z-score
-0.6854339267162493,-0.694949808336866,-1.234612313649884,z-score
-1.0757265899965889,-0.7815265697113746,-0.6995773384568558,z-score
-0.9604128485728521,-0.6980418355288127,-0.6613605545144966,z-score
-0.16918317664998173,-0.7104099442965996,-0.4320598508603416,z-score
0.40028930022724113,0.18936996855990126,0.48514296375627836,z-score
-0.18692375225363347,0.1900570857136673,0.6762268834680741,z-score
0.1465990690950204,-0.45995574174891385,0.5615765316409966,z-score
-0.3111077814791961,-0.6355141745361119,0.02654155644796836,z-score
-0.9958939997801556,-0.4359066413671059,-1.005311609995729,z-score
0.4588331997192921,-0.13288797655632548,-0.8142276902839333,z-score
0.7692932727831986,-0.5444711516621247,-1.9607312085547082,z-score
-0.21353461565911125,-0.8801278812767873,-1.9607312085547082,z-score
0.6344648981954449,-0.4379679928284037,-1.9607312085547082,z-score
0.2228835441907231,-0.3695998360286925,-1.9607312085547082,z-score
1.0460462522001668,-0.5245447542029124,-1.9607312085547082,z-score
0.803000366430137,-0.5681766934670496,-1.9607312085547082,z-score
0.465929429960753,1.6488068031587617,-1.9607312085547082,z-score
0.8846070142069354,0.7823520722599091,-1.9607312085547082,z-score
2.585928214597143,-0.635857733112995,-1.9607312085547082,z-score
-0.40690688973891587,0.3432842110034721,-1.9607312085547082,z-score
-0.18869780981399878,-0.4572072731338501,0.3322758279868417,z-score
-0.4441620985065846,3.2989186479276715,0.2176254761597642,z-score
-0.8255844739850985,-0.41941582967672325,0.7908772352951516,z-score
0.049025903274935355,-0.15006590540047401,0.40870939587156,z-score
-0.24191953662495413,-0.22599235089161063,0.9437443710645883,z-score
0.03128532767128362,4.180833514786259,-0.011675227494390806,z-score
-0.24724170930604958,-0.541379124470178,0.5233597476986375,z-score
-1.2690988640763936,1.2334444837072498,-1.1963955297075248,z-score
-0.08757652887318344,-0.5740171892740602,0.638010099525715,z-score
0.029511270110918475,-0.5702380449283475,-0.2409759311485458,z-score
-0.9249316973655485,0.8778613566333751,-1.9607312085547082,z-score
1.2802218501683706,0.7126096811526659,-1.9607312085547082,z-score
-1.0597600719533022,-0.5430969173545929,0.37049261192920085,z-score
-0.6197937969827375,-0.5468760617003054,0.40870939587156,z-score
-0.8947727188393404,-0.6887657539529726,-1.9607312085547082,z-score
-0.5647980126114168,-0.6891093125298555,-1.9607312085547082,z-score
1.2961883682116573,-0.4499925430193077,0.48514296375627836,z-score
2.069677464530876,0.08424104403371219,0.40870939587156,z-score
2.0572590616083195,-0.458237948864499,0.14119190827504585,z-score
-0.3323964722035783,-0.6997596284132276,0.3322758279868417,z-score
1.9454934353053133,-0.7135019714885464,0.9437443710645883,z-score
1.2997364833323874,0.1302778933360303,0.9437443710645883,z-score
-0.3040115512377354,-0.26618870438691816,-0.1263255793214683,z-score
-0.9302538700466441,-0.30294947211339607,-0.1263255793214683,z-score
-0.9781534241765039,-0.5554650261223798,0.10297512433268668,z-score
-0.46722484679133197,-0.30226235495963016,-0.04989201143674997,z-score
-0.4210993502218373,-0.3342133026097464,-0.5084934187450599,z-score
-1.097015280720971,-0.541379124470178,-0.1263255793214683,z-score
-0.8362288193472894,-0.5355386286631675,-0.47027663480270077,z-score
0.2654609256394875,4.236146445664416,0.25584226010212335,z-score
0.21756137150962768,1.3942298976884804,0.9055275871222291,z-score
-1.2105549645843425,-0.5602748461987413,-0.011675227494390806,z-score
-0.07870624107135742,-0.5747043064278262,0.2940590440444825,z-score
0.5014105811680565,0.16806933679315714,0.40870939587156,z-score
-0.2774006878322578,1.4505735042972876,0.02654155644796836,z-score
-1.2265214826276292,0.1996767258663903,-0.7377941223992149,z-score
-0.19756809761582464,-0.44106002002035044,1.1730450747187433,z-score
-0.04499914742441908,-0.4451827229429461,1.1730450747187433,z-score
0.06676647887858742,0.6961188694622834,1.822730401738849,z-score
-0.7155929052424572,-0.4080783966395853,1.0201779389493066,z-score
-0.5594758399303215,-0.5455018273927736,1.32591221048818,z-score
-0.89122460371861,0.6016402608194664,1.287695426545821,z-score
-0.011292053777480746,-0.21293712497005776,-0.04989201143674997,z-score
-0.041451032303688795,-0.11364869625087914,0.4469261798139192,z-score
-1.0704044173154934,-0.41872871252295735,0.5997933155833558,z-score
-0.09289870155427887,0.17287915686951874,-0.8142276902839333,z-score
0.5617285382204725,1.3973219248804272,0.48514296375627836,z-score
-0.9391241578484699,-0.5685202520439328,0.4469261798139192,z-score
-0.40513283217855073,-0.5217962855878486,-0.31740949903326415,z-score
-0.27917474539262294,0.1536398765640723,1.287695426545821,z-score
-0.25256388198714513,-0.5911951181182087,1.3641289944305393,z-score
-1.2584545187142024,0.773075990684069,1.78451361779649,z-score
-1.2868394396800453,-0.565428224851986,1.096611506834025,z-score
-0.319978069281022,-0.4427778129047653,1.32591221048818,z-score
-0.9178354671240877,0.5710635474768819,1.822730401738849,z-score
-0.486739479955349,0.03476860896256432,1.6316464820270533,z-score
-0.8025217257003512,0.6559225159669757,1.4405625623152574,z-score
-0.3323964722035783,1.434082692606905,-0.47027663480270077,z-score
-1.018956748064903,4.239238472856363,-0.9288780421110108,z-score
-0.49738382531754,-0.5774527750428899,-0.6613605545144966,z-score
-1.098789338281336,-0.5894773252337939,1.058394722891666,z-score
-0.7883292652174296,1.3007819647763124,1.058394722891666,z-score
0.8970254171294917,-0.6681522393399942,0.25584226010212335,z-score
-0.2720785151511622,-0.6513178690727286,0.10297512433268668,z-score
0.9342806258971603,-0.2204954136614831,0.06475834039032753,z-score
-0.23659736394385855,-0.6386062017280588,-0.6231437705721374,z-score
0.8810588990862052,-0.15384504974618668,-0.3556262829756233,z-score
-0.9373501002881048,-0.694949808336866,0.2176254761597642,z-score
-0.5630239550510517,-0.5479067374309544,0.02654155644796836,z-score
-1.0562119568325719,-0.2644709115025034,-1.0435283939380882,z-score
-0.36965168097124707,-0.540348448739529,0.3322758279868417,z-score
0.04370373059383993,-0.30672861645910887,-1.005311609995729,z-score
-0.9196095246844529,-0.7224344944875036,-1.2728290975922432,z-score
-0.8557434525113065,-0.5956613796176874,-0.08810879537910914,z-score
-1.010086460263077,-0.3744096561050541,-0.08810879537910914,z-score
-0.575442357973608,-0.5589006118912095,0.37049261192920085,z-score
-0.8929986612789753,-0.5688638106208157,0.02654155644796836,z-score
-0.5346390340852087,-0.7681277852129389,-1.1963955297075248,z-score
-0.6197937969827375,-0.7025080970282914,-0.8906612581686516,z-score
-0.9444463305295655,-0.7722504881355344,-1.005311609995729,z-score
0.018866924748727306,-0.7196860258724399,-0.6231437705721374,z-score
-0.8273585315454636,-0.31840960807312985,-1.2728290975922432,z-score
0.1749839900608633,-0.6678086807631113,-1.9607312085547082,z-score
-0.5683461277321473,0.29449889308609045,-1.9607312085547082,z-score
1.0247575614757845,0.7318489614581124,-1.9607312085547082,z-score
0.08450705448223915,1.6082668910865714,-1.9607312085547082,z-score
-0.24724170930604958,-0.3328390683022146,0.5615765316409966,z-score
-1.0633081870740326,-0.4682011475941052,-0.20275914720618662,z-score
-0.7510740564497609,-0.3534525829151929,0.48514296375627836,z-score
-0.5435093218870348,-0.5252318713566783,0.17940869221740502,z-score
-0.9870237119783298,-0.3005445620752153,-0.5849269866297783,z-score
-0.4991578828779053,-0.2833666332310667,-0.20275914720618662,z-score
-0.43883992582548903,-0.49121957224526425,-0.08810879537910914,z-score
-0.7971995530192555,-0.5242011956260294,-0.8524444742262924,z-score
-0.5789904730943383,0.19589758152067763,-0.5084934187450599,z-score
-0.5346390340852087,3.7788699798331815,-0.7377941223992149,z-score
-0.3448148751261346,1.199775743172719,0.5997933155833558,z-score
-0.6215678545431027,-0.3342133026097464,-0.3556262829756233,z-score
-0.9746053090557736,-0.4029250179863406,0.5997933155833558,z-score
-0.6517268330693107,-0.5788270093504218,-0.20275914720618662,z-score
-0.3767479112127078,-0.5162993483577211,0.25584226010212335,z-score
-0.6481787179485804,-0.3438329427624697,-0.4320598508603416,z-score
-0.19579404005545933,0.2278485291707939,0.5615765316409966,z-score
-0.09999493179573976,3.8565142182087326,0.86731080317987,z-score
-0.6623711784315018,-0.11605360628905995,0.02654155644796836,z-score
-0.7297853657253787,-0.44586984009671204,-0.08810879537910914,z-score
-0.8592915676320368,3.690918984151141,0.5233597476986375,z-score
-0.029032629381132484,0.09832694568591399,0.3322758279868417,z-score
-0.5310909189644785,3.3710659490730954,0.7526604513527925,z-score
-0.2224049034609371,-0.17377144720539905,-0.011675227494390806,z-score
-0.07161001082989685,-0.18442176308877112,-0.9670948260533699,z-score
0.22465760175108823,-0.4706060576322859,-0.279192715090905,z-score
0.6468833011180013,0.12856010045161528,-1.1199619618228065,z-score
-0.8663877978734975,-0.40086366652504285,-0.2409759311485458,z-score
-0.47254701947242755,0.057443475036840407,-0.20275914720618662,z-score
0.21756137150962768,-0.4575508317107331,-0.08810879537910914,z-score
-0.7865552076570643,-0.10402905609815592,0.14119190827504585,z-score
-0.44948427118768025,3.667213442346216,0.9437443710645883,z-score
0.4428666816760055,0.10588523437733932,-1.005311609995729,z-score
-0.6747895813540581,3.846551019479127,-0.011675227494390806,z-score
-0.09822087423537462,-0.5221398441647316,-0.279192715090905,z-score
-0.016614226458576173,4.126551259638749,0.8290940192375108,z-score
0.5617285382204725,0.20345587021210318,-0.47027663480270077,z-score
0.5280214445735342,-0.5826061536961344,0.7908772352951516,z-score
0.4747997177625787,4.3089808639636065,0.02654155644796836,z-score
0.06499242131822196,0.7668919363001755,1.287695426545821,z-score
-1.144914834850831,-0.564397549121337,1.287695426545821,z-score
-0.3111077814791961,0.6483642272755504,1.4787793462576166,z-score
-1.0508897841514764,-0.45858150744138193,1.058394722891666,z-score
0.05612213351639624,-0.5606184047756243,1.4787793462576166,z-score
-0.2153086732194764,0.7376894572651229,1.1730450747187433,z-score
-0.7510740564497609,-0.5949742624639214,1.7080800499117716,z-score
-0.0024217659756547187,-0.45274101163437147,1.4787793462576166,z-score
-1.2070068494636121,-0.5781398921966558,1.058394722891666,z-score
-0.4264215229029329,-0.4221642982917871,1.822730401738849,z-score
-0.8167141861832724,0.13405703768174296,1.593429698084694,z-score
-0.5914088760168946,0.6968059866160494,1.287695426545821,z-score
-0.162086946408521,1.3124629563903334,-0.2409759311485458,z-score
0.04370373059383993,4.2784041506210215,0.9819611550069475,z-score
0.5262473870131691,1.4055673307256185,0.4469261798139192,z-score
-0.06628783814880111,0.08080545826488242,0.9819611550069475,z-score
-0.703174502319901,0.14367667783446617,0.86731080317987,z-score
-0.06806189570916657,-0.4025814594094577,-0.7377941223992149,z-score
1.069109000484914,0.16875645394692296,-0.39384306691798243,z-score
0.9183141078538738,-0.43934222713593557,0.02654155644796836,z-score
0.7710673303435638,-0.4135753338697128,0.3322758279868417,z-score
-0.33417052976394346,-0.5004956538211044,0.6762268834680741,z-score
-0.19047186737436392,-0.41975938825360626,0.10297512433268668,z-score
-1.1839441011788647,-0.49121957224526425,-0.16454236326382746,z-score
-0.516898458481557,-0.5788270093504218,-0.011675227494390806,z-score
-0.4814173072742534,0.14711226360329593,0.5615765316409966,z-score
-1.2265214826276292,3.8420847579796487,0.86731080317987,z-score
-0.5257687462833829,0.21822888901807092,-0.9670948260533699,z-score
0.4109336455894323,-0.5575263775836777,-0.2409759311485458,z-score
0.4269001636327189,0.0825232511492973,0.86731080317987,z-score
-0.6570490057504063,0.583088097667786,0.48514296375627836,z-score
0.6486573586783664,0.7105483296913683,0.5997933155833558,z-score
0.13418066617246407,-0.09853211886802837,0.7908772352951516,z-score
-0.4157771775407417,0.18490370706042253,-1.0817451778804474,z-score
-0.8823543159167843,-0.4173544782154255,-0.20275914720618662,z-score
-0.37497385365234265,-0.13975914809398488,0.10297512433268668,z-score
-0.11418739227866105,-0.1607162212838462,0.5233597476986375,z-score
0.9928245253892113,-0.20537883627863232,-0.1263255793214683,z-score
0.517377099211343,0.05297721353736182,0.7526604513527925,z-score
0.6167243225917932,0.6679470661578798,0.2940590440444825,z-score
1.76986173682916,0.596143323589339,0.37049261192920085,z-score
0.3151345373297124,-0.4407164614434675,-1.9607312085547082,z-score
-0.6588230633107715,-0.3699433946055755,-1.9607312085547082,z-score
-0.2774006878322578,-0.8869990528144467,-1.9607312085547082,z-score
-1.1484629499715613,-0.5970356139252193,1.6316464820270533,z-score
-1.265550748955663,-0.4084219552164682,1.058394722891666,z-score
-0.9604128485728521,0.6294685055469871,1.1348282907763843,z-score
0.002900406705440709,-0.42456920832996786,1.32591221048818,z-score
-0.31465589659992654,0.5909899449360942,1.2112618586611026,z-score
-0.0574175503469754,-0.4554894802494352,1.32591221048818,z-score
-0.703174502319901,0.1790632112534122,1.2112618586611026,z-score
-0.8663877978734975,0.1220324874908389,1.4405625623152574,z-score
-0.9054170642015315,-0.5482502960078374,1.287695426545821,z-score
-0.6730155237936929,-0.41082686525464895,1.78451361779649,z-score
-0.5257687462833829,0.7050513924612406,1.6316464820270533,z-score
-0.5718942428528776,-0.2716856416170457,0.37049261192920085,z-score
-0.2153086732194764,-0.5705816035052305,0.17940869221740502,z-score
-0.9675090788143128,-0.25141568558095045,0.02654155644796836,z-score
2.467066358052676,1.4591624687193618,-1.9607312085547082,z-score
1.8603386724077846,-0.6248638586527399,-1.9607312085547082,z-score
-0.3607813931694212,0.8101803169874298,-1.9607312085547082,z-score
0.8828329566465702,0.3477504725029508,-1.9607312085547082,z-score
-0.7262372506046483,1.4402667469907986,-1.9607312085547082,z-score
-0.5843126457754338,0.192805554328731,1.2112618586611026,z-score
-0.2224049034609371,-0.541722683047061,1.058394722891666,z-score
-1.0739525324362238,-0.4255998840606167,-0.4320598508603416,z-score
0.8508999205599971,-0.5039312395899341,-0.7377941223992149,z-score
-0.009517996217115604,-0.5461889445465395,-0.47027663480270077,z-score
-0.5009319404382705,-0.4668269132865733,0.7908772352951516,z-score
0.24417223491510542,0.10622879295422234,-0.7377941223992149,z-score
0.0986995149651606,-0.4276612355219146,-0.2409759311485458,z-score
-0.9639609636935824,-0.12945239078749585,-1.1199619618228065,z-score
-0.0254845142604022,-0.6496000761883138,-0.8142276902839333,z-score
0.30626424952788667,-0.6633424192636327,-0.5467102026874191,z-score
-0.09822087423537462,0.12271960464460496,0.3322758279868417,z-score
0.7142974884118779,-0.18648311455006902,-0.6231437705721374,z-score
-0.9675090788143128,-0.1675873928215056,-0.8142276902839333,z-score
-1.2726469791971238,0.03957842903892593,1.287695426545821,z-score
-0.21885678834020683,0.08973798126383972,1.0201779389493066,z-score
-0.8859024310375145,0.14779938075706173,1.78451361779649,z-score
-0.7404297110875697,0.18181167986847593,1.6698632659694124,z-score
-0.8433250495887502,-0.5482502960078374,1.2494786426034616,z-score
1.067334942924549,0.14127176779628536,-0.3556262829756233,z-score
-0.6197937969827375,0.1326828033742111,0.5997933155833558,z-score
-1.2229733675068988,-0.42800479409879755,-0.39384306691798243,z-score
-1.098789338281336,0.07256005241969117,-0.5467102026874191,z-score
-1.2318436553087246,-0.5960049381945703,0.8290940192375108,z-score
-0.18692375225363347,-0.46270421036397763,-0.4320598508603416,z-score
0.5191511567717082,-0.48366128355383886,0.8290940192375108,z-score
-1.0207308056252682,-0.5537472332379649,0.10297512433268668,z-score
-0.8184882437436376,4.246109644394022,0.9819611550069475,z-score
-0.6410824877071197,-0.5441275930852417,0.9819611550069475,z-score
0.19449862322488018,1.31899056935111,-0.39384306691798243,z-score
-0.23304924882312827,4.146821215674844,-0.20275914720618662,z-score
-0.3004634361170051,0.0828668097261802,0.5233597476986375,z-score
-0.162086946408521,-0.43762443425152076,0.17940869221740502,z-score
0.428674221193084,-0.4451827229429461,0.7908772352951516,z-score
-0.9728312514954084,-0.41529312675412766,-0.04989201143674997,z-score
0.5014105811680565,-0.5513423231997843,-0.3556262829756233,z-score
0.627368667953984,-0.5657717834288689,-0.04989201143674997,z-score
-0.04322508986405394,-0.5674895763132838,-0.2409759311485458,z-score
-0.24724170930604958,-0.5929129110026236,-0.47027663480270077,z-score
0.1359547237328292,0.12134537033707311,-0.8142276902839333,z-score
-1.1041115109624318,0.1127564059149987,1.6316464820270533,z-score
-1.2868394396800453,-0.43556308279022293,1.1348282907763843,z-score
-0.8752580856753234,0.03305081607814944,1.593429698084694,z-score
0.9183141078538738,-0.622115390037676,0.638010099525715,z-score
0.5652766533412028,0.028584554578670852,-0.16454236326382746,z-score
0.14837312665538555,0.23575037643910238,0.2176254761597642,z-score
-0.2224049034609371,3.6881705155360778,-0.3556262829756233,z-score
0.020640982309092448,-0.6207411557301442,0.5615765316409966,z-score
0.7373602366966254,0.1189404602988923,-0.5084934187450599,z-score
0.08450705448223915,-0.4740416434011157,0.40870939587156,z-score
0.036607500352379044,-0.6667780050324624,0.02654155644796836,z-score
-0.6144716243016419,-0.12498612928801713,-1.0817451778804474,z-score
0.7728413879039289,-0.6496000761883138,-0.3556262829756233,z-score
0.909443820052048,-0.20847086347057905,-0.5467102026874191,z-score
-0.4441620985065846,-0.6313914716135164,-0.9670948260533699,z-score
-0.6215678545431027,3.6510661892327168,0.37049261192920085,z-score
-0.9426722729692004,-0.4757594362855305,0.40870939587156,z-score
-0.8663877978734975,-0.12945239078749585,1.096611506834025,z-score
0.07918488180114341,-0.4207900639842551,1.1348282907763843,z-score
