title,description,price,category,timestamp,query_id,filter_category,filter_price_min,filter_price_max,filter_storage_type,cart,bought,brand,package_size,unit_of_measure,net_weight_oz,dimensions_in,storage_type,ingredients,allergens,nutrition_score,country_of_origin
Sunny Basket Sea Salt Rice Cakes - 6 oz (Current Stock),Sea Salt rice cakes in a 6 oz package for online grocery orders. Listed under snacks and intended for ambient storage. Ships as part of regular inventory.,8.71,Snacks,2025-02-28T08:28:54Z,q_001711,Snacks,1.12,12.89,Ambient,true,false,Sunny Basket,6 oz,oz,5.55,"1.4 x 6.7 x 5.9""",Ambient,"Seasoning, Grains, Oil, Salt",Peanuts,51,United States
Riverbend Lightly Salted Tortilla Chips - 18 ct,Lightly Salted tortilla chips in a 18 ct package for online grocery orders. Listed under snacks and intended for ambient storage.,8.22,Snacks,2025-09-16T01:01:47Z,q_001711,Snacks,1.12,12.89,Ambient,true,false,Riverbend,18 ct,ct,20.20,"2.6 x 10.8 x 6.5""",Ambient,"Oil, Salt, Seasoning, Grains",Soy,61,United States
Corner Market Sea Salt Cheese Crackers - 6 oz (Limited Feedback),Sea Salt cheese crackers in a 6 oz package for online grocery orders. Listed under snacks and intended for ambient storage. A newer addition to the catalog.,9.80,Snacks,2025-09-22T15:35:49Z,q_001711,Snacks,1.12,12.89,Ambient,false,false,Corner Market,6 oz,oz,5.99,"2.1 x 3.1 x 2.1""",Ambient,"Seasoning, Salt, Oil, Grains",Wheat,62,United States
Blue Cart Recycled Freezer Bags - 6 ct (Popular Choice),Recycled freezer bags in a 6 ct package for online grocery orders. Listed under household and intended for ambient storage. Generally receives positive feedback.,9.32,Household,2026-06-10T08:57:27Z,q_001712,Household,1.67,28.72,Ambient,false,false,Blue Cart,6 ct,ct,35.43,"4.1 x 8.9 x 7.4""",Ambient,Household materials,None,0,United States
Green Fork Unscented Sponges - 50 fl oz (Limited Feedback),Unscented sponges in a 50 fl oz package for online grocery orders. Listed under household and intended for ambient storage. Feedback on this listing is still limited.,5.44,Household,2024-08-30T08:43:49Z,q_001712,Household,1.67,28.72,Ambient,false,false,Green Fork,50 fl oz,fl oz,52.33,"13.9 x 4.8 x 3.3""",Ambient,Household materials,None,0,United States
Purely Good Heavy Duty Laundry Detergent - 12 ct (Top Rated),Heavy Duty laundry detergent in a 12 ct package for online grocery orders. Listed under household and intended for ambient storage. Rated highly by shoppers for consistent quality.,23.29,Household,2025-07-31T13:15:33Z,q_001712,Household,1.67,28.72,Ambient,true,false,Purely Good,12 ct,ct,73.28,"9.2 x 5.0 x 7.4""",Ambient,Household materials,None,0,Peru
Oak & Grain Unscented Fabric Softener - 50 fl oz (Best Seller),Unscented fabric softener in a 50 fl oz package for online grocery orders. Listed under household and intended for ambient storage. Rated highly by shoppers for consistent quality.,11.25,Household,2025-02-02T19:24:09Z,q_001712,Household,1.67,28.72,Ambient,true,true,Oak & Grain,50 fl oz,fl oz,48.69,"10.3 x 7.8 x 3.3""",Ambient,Household materials,None,0,United States
Sunny Basket Lemon Scent Freezer Bags - 50 fl oz (Highly Rated),Lemon Scent freezer bags in a 50 fl oz package for online grocery orders. Listed under household and intended for ambient storage. Generally receives positive feedback.,24.75,Household,2026-06-20T09:46:07Z,q_001712,Household,1.67,28.72,Ambient,false,false,Sunny Basket,50 fl oz,fl oz,54.61,"7.6 x 12.0 x 6.2""",Ambient,Household materials,None,0,Thailand
Valley Select Unscented Fabric Softener - 1 ct (Discontinuing Soon),Unscented fabric softener in a 1 ct package for online grocery orders. Listed under household and intended for ambient storage. Received mixed feedback from shoppers.,17.44,Household,2025-04-16T08:04:04Z,q_001712,Household,1.67,28.72,Ambient,false,false,Valley Select,1 ct,ct,10.52,"4.2 x 10.1 x 5.4""",Ambient,Household materials,None,0,United States
Sunny Basket Zero Sugar Sparkling Water - 64 fl oz (Low Feedback),Zero Sugar sparkling water in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Marked for limited future availability.,2.24,Beverages,2026-04-10T07:49:42Z,q_001713,Beverages,0.50,15.23,Refrigerated,false,false,Sunny Basket,64 fl oz,fl oz,62.90,"11.0 x 4.9 x 4.7""",Refrigerated,"Filtered water, Natural flavors",None,26,Mexico
Purely Good Unsweetened Cola - 32 fl oz,Unsweetened cola in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Ships as part of regular inventory.,11.84,Beverages,2024-12-06T12:32:20Z,q_001713,Beverages,0.50,15.23,Refrigerated,false,false,Purely Good,32 fl oz,fl oz,31.29,"11.0 x 2.5 x 3.7""",Refrigerated,"Filtered water, Natural flavors",None,43,Mexico
FreshField Pulp Free Lemonade - 12 ct (#1 Pick),Pulp Free lemonade in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Consistently praised in customer feedback.,4.77,Beverages,2025-05-22T17:08:35Z,q_001713,Beverages,0.50,15.23,Refrigerated,true,false,FreshField,12 ct,ct,132.89,"10.5 x 2.5 x 3.8""",Refrigerated,"Natural flavors, Filtered water",None,20,Peru
Corner Market Zero Sugar Cranberry Juice - 12 fl oz (Highly Rated),Zero Sugar cranberry juice in a 12 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Generally receives positive feedback.,11.41,Beverages,2025-08-07T08:03:36Z,q_001713,Beverages,0.50,15.23,Refrigerated,false,false,Corner Market,12 fl oz,fl oz,11.73,"6.6 x 2.0 x 3.2""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,43,Italy
Market Pantry Co. Caffeine Free Cold Brew Coffee - 64 fl oz (Unrated Listing),Caffeine Free cold brew coffee in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Feedback on this listing is still limited.,9.01,Beverages,2026-04-02T04:04:21Z,q_001713,Beverages,0.50,15.23,Refrigerated,false,false,Market Pantry Co.,64 fl oz,fl oz,71.12,"7.9 x 2.2 x 4.6""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,20,Canada
Valley Select Unsweetened Lemonade - 32 fl oz (Best Seller),Unsweetened lemonade in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. One of the most repurchased items in its aisle.,4.97,Beverages,2025-06-14T15:26:18Z,q_001713,Beverages,0.50,15.23,Refrigerated,false,false,Valley Select,32 fl oz,fl oz,34.55,"9.1 x 3.6 x 3.7""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,74,New Zealand
Daily Table Small Batch Greek Yogurt - 32 fl oz (Top Rated),Small Batch Greek yogurt in a 32 fl oz package for online grocery orders. Listed under dairy and intended for refrigerated storage. One of the most repurchased items in its aisle.,9.02,Dairy,2025-05-29T16:29:45Z,q_001714,Dairy,1.50,11.69,Refrigerated,true,true,Daily Table,32 fl oz,fl oz,35.26,"7.0 x 19.6 x 13.9""",Refrigerated,"Cream, Cultures, Salt, Milk",Milk,62,Italy
FreshField Family Size Greek Yogurt - 1 gal (Discontinuing Soon),Family Size Greek yogurt in a 1 gal package for online grocery orders. Listed under dairy and intended for refrigerated storage. Received mixed feedback from shoppers.,7.12,Dairy,2025-09-26T01:06:18Z,q_001714,Dairy,1.50,11.69,Refrigerated,true,false,FreshField,1 gal,gal,143.90,"8.9 x 12.6 x 8.7""",Refrigerated,"Milk, Cultures, Cream, Salt",Milk,52,United States
Oak & Grain Caffeine Free Almond Milk - 32 fl oz (Customer Favorite),Caffeine Free almond milk in a 32 fl oz package for online grocery orders. Listed under beverages and intended for ambient storage. Frequently reordered by returning customers.,5.82,Beverages,2025-01-12T16:12:57Z,q_001715,Beverages,0.50,12.86,Ambient,true,true,Oak & Grain,32 fl oz,fl oz,31.73,"10.4 x 4.1 x 2.6""",Ambient,"Natural flavors, Filtered water",None,58,United States
Market Pantry Co. Caffeine Free Orange Juice - 12 ct (Top Rated),Caffeine Free orange juice in a 12 ct package for online grocery orders. Listed under beverages and intended for ambient storage. Frequently reordered by returning customers.,7.26,Beverages,2025-12-02T23:00:45Z,q_001715,Beverages,0.50,12.86,Ambient,true,true,Market Pantry Co.,12 ct,ct,139.62,"9.0 x 5.0 x 4.8""",Ambient,"Natural flavors, Filtered water",Tree nuts,77,United States
Golden Acre Lightly Sweetened Cranberry Juice - 12 ct (Discontinuing Soon),Lightly Sweetened cranberry juice in a 12 ct package for online grocery orders. Listed under beverages and intended for ambient storage. One of the less-repurchased items in its aisle.,4.83,Beverages,2024-12-02T13:31:00Z,q_001715,Beverages,0.50,12.86,Ambient,false,false,Golden Acre,12 ct,ct,153.45,"9.1 x 4.7 x 4.9""",Ambient,"Natural flavors, Filtered water",Tree nuts,43,Chile
North Star Foods Unsweetened Green Tea - 32 fl oz (New Listing),Unsweetened green tea in a 32 fl oz package for online grocery orders. Listed under beverages and intended for ambient storage. Limited customer feedback so far.,10.93,Beverages,2025-11-09T02:53:14Z,q_001715,Beverages,0.50,12.86,Ambient,false,false,North Star Foods,32 fl oz,fl oz,32.79,"6.7 x 2.1 x 4.4""",Ambient,"Filtered water, Natural flavors",None,25,United States
Cedar House Caffeine Free Almond Milk - 64 fl oz (Best Seller),Caffeine Free almond milk in a 64 fl oz package for online grocery orders. Listed under beverages and intended for ambient storage. Rated highly by shoppers for consistent quality.,4.64,Beverages,2025-03-06T02:06:54Z,q_001715,Beverages,0.50,12.86,Ambient,false,false,Cedar House,64 fl oz,fl oz,65.95,"7.4 x 4.5 x 2.1""",Ambient,"Filtered water, Natural flavors",Tree nuts,61,Mexico
Market Pantry Co. Unsweetened Orange Juice - 12 fl oz (Top Rated),Unsweetened orange juice in a 12 fl oz package for online grocery orders. Listed under beverages and intended for ambient storage. One of the most repurchased items in its aisle.,11.40,Beverages,2025-02-20T11:17:16Z,q_001715,Beverages,0.50,12.86,Ambient,false,false,Market Pantry Co.,12 fl oz,fl oz,12.81,"6.7 x 3.4 x 3.5""",Ambient,"Natural flavors, Filtered water",None,85,United States
Corner Market Lightly Sweetened Coconut Water - 12 fl oz (Unrated Listing),Lightly Sweetened coconut water in a 12 fl oz package for online grocery orders. Listed under beverages and intended for ambient storage. Limited customer feedback so far.,11.12,Beverages,2025-01-12T11:14:27Z,q_001715,Beverages,0.50,12.86,Ambient,false,false,Corner Market,12 fl oz,fl oz,12.61,"6.0 x 4.5 x 4.1""",Ambient,"Natural flavors, Filtered water",Tree nuts,57,United States
Riverbend Mini Salsa - 12 oz (Clearance Listing),Mini salsa in a 12 oz package for online grocery orders. Listed under snacks and intended for ambient storage. Received mixed feedback from shoppers.,9.65,Snacks,2024-08-14T12:37:03Z,q_001716,Snacks,1.44,11.87,Ambient,true,false,Riverbend,12 oz,oz,12.60,"2.8 x 4.8 x 4.4""",Ambient,"Seasoning, Grains, Oil, Salt",Milk,34,United States
Daily Table Crunchy Tortilla Chips - 12 oz (Popular Choice),Crunchy tortilla chips in a 12 oz package for online grocery orders. Listed under snacks and intended for ambient storage. Generally receives positive feedback.,6.79,Snacks,2024-09-03T12:15:32Z,q_001716,Snacks,1.44,11.87,Ambient,false,false,Daily Table,12 oz,oz,11.72,"3.9 x 3.4 x 5.1""",Ambient,"Seasoning, Oil, Grains, Salt",Soy,59,United States
Corner Market Sea Salt Cheese Crackers - 18 ct (Rarely Reordered),Sea Salt cheese crackers in a 18 ct package for online grocery orders. Listed under snacks and intended for ambient storage. Rarely reordered by past customers.,7.35,Snacks,2025-10-16T01:38:40Z,q_001716,Snacks,1.44,11.87,Ambient,false,false,Corner Market,18 ct,ct,22.51,"1.9 x 4.3 x 8.2""",Ambient,"Grains, Seasoning, Salt, Oil",Soy,29,United States
Golden Acre Lightly Salted Potato Chips - 18 ct (#1 Pick),Lightly Salted potato chips in a 18 ct package for online grocery orders. Listed under snacks and intended for ambient storage. Rated highly by shoppers for consistent quality.,8.15,Snacks,2026-04-21T18:51:40Z,q_001716,Snacks,1.44,11.87,Ambient,true,false,Golden Acre,18 ct,ct,21.72,"2.3 x 8.9 x 5.6""",Ambient,"Seasoning, Oil, Grains, Salt",Peanuts,60,United States
Daily Table Creamy Pasta Sauce - 32 oz (Standard Listing),Creamy pasta sauce in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage.,3.18,Pantry,2026-07-06T17:23:51Z,q_001717,Pantry,0.66,16.99,Ambient,false,false,Daily Table,32 oz,oz,31.52,"5.2 x 12.0 x 5.4""",Ambient,"Salt, Prepared ingredients, Natural flavors",Soy,73,Canada
Harvest Lane Gluten Free Olive Oil - 16 oz (New Listing),Gluten Free olive oil in a 16 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Recently added to the online catalog.,3.95,Pantry,2025-06-08T04:18:40Z,q_001717,Pantry,0.66,16.99,Ambient,false,false,Harvest Lane,16 oz,oz,15.84,"1.8 x 7.0 x 5.5""",Ambient,"Natural flavors, Salt, Prepared ingredients",Wheat,59,United States
North Star Foods Classic Pasta Sauce - 15 oz,Classic pasta sauce in a 15 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Ships as part of regular inventory.,5.95,Pantry,2025-08-10T10:50:23Z,q_001717,Pantry,0.66,16.99,Ambient,false,false,North Star Foods,15 oz,oz,16.03,"1.9 x 7.8 x 2.8""",Ambient,"Salt, Natural flavors, Prepared ingredients",Peanuts,51,United States
Daily Table Creamy Tomato Soup - 12 oz (Standard Listing),Creamy tomato soup in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Available for standard online ordering.,6.12,Pantry,2026-04-14T23:31:17Z,q_001718,Pantry,1.30,15.61,Ambient,false,false,Daily Table,12 oz,oz,11.06,"1.8 x 4.9 x 2.4""",Ambient,"Salt, Prepared ingredients, Natural flavors",Wheat,43,United States
North Star Foods Classic Maple Syrup - 12 oz (Recently Added),Classic maple syrup in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Recently added to the online catalog.,12.98,Pantry,2024-09-05T17:57:00Z,q_001718,Pantry,1.30,15.61,Ambient,false,false,North Star Foods,12 oz,oz,11.75,"2.1 x 4.5 x 5.3""",Ambient,"Natural flavors, Salt, Prepared ingredients",Soy,44,New Zealand
Sunny Basket Low Sodium Taco Shells - 12 oz (Highly Rated),Low Sodium taco shells in a 12 oz package for online grocery orders. Listed under pantry and intended for ambient storage. A dependable pick according to reviews.,2.54,Pantry,2025-03-03T18:05:38Z,q_001718,Pantry,1.30,15.61,Ambient,false,false,Sunny Basket,12 oz,oz,12.60,"1.2 x 5.4 x 4.2""",Ambient,"Prepared ingredients, Natural flavors, Salt",None,63,Chile
Market Pantry Co. Classic Rolled Oats - 32 oz (Highly Rated),Classic rolled oats in a 32 oz package for online grocery orders. Listed under pantry and intended for ambient storage. Generally receives positive feedback.,12.81,Pantry,2025-05-10T08:28:27Z,q_001718,Pantry,1.30,15.61,Ambient,false,false,Market Pantry Co.,32 oz,oz,29.79,"5.9 x 10.0 x 7.4""",Ambient,"Natural flavors, Prepared ingredients, Salt",None,37,United States
Purely Good Daily Care Toothpaste - 3 oz (Top Rated),Daily Care toothpaste in a 3 oz package for online grocery orders. Listed under personal care and intended for ambient storage. One of the most repurchased items in its aisle.,11.48,Personal Care,2024-12-16T23:15:28Z,q_001719,Personal Care,1.55,19.24,Ambient,true,true,Purely Good,3 oz,oz,3.13,"9.8 x 2.8 x 2.5""",Ambient,Personal care formula,None,0,United States
Golden Acre Sensitive Skin Deodorant - 16 fl oz (Top Rated),Sensitive Skin deodorant in a 16 fl oz package for online grocery orders. Listed under personal care and intended for ambient storage. Rated highly by shoppers for consistent quality.,6.69,Personal Care,2024-10-27T21:55:25Z,q_001719,Personal Care,1.55,19.24,Ambient,true,true,Golden Acre,16 fl oz,fl oz,17.18,"11.4 x 3.6 x 4.3""",Ambient,Personal care formula,None,0,United States
Harvest Lane Sensitive Skin Facial Tissues - 8 oz (Well Reviewed),Sensitive Skin facial tissues in a 8 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Well liked by regular shoppers.,7.39,Personal Care,2025-06-17T13:07:29Z,q_001719,Personal Care,1.55,19.24,Ambient,false,false,Harvest Lane,8 oz,oz,7.91,"5.4 x 3.2 x 4.7""",Ambient,Personal care formula,None,0,United States
North Star Foods Fresh Mint Shampoo - 16 fl oz (Well Reviewed),Fresh Mint shampoo in a 16 fl oz package for online grocery orders. Listed under personal care and intended for ambient storage. A dependable pick according to reviews.,10.61,Personal Care,2024-10-20T02:09:01Z,q_001719,Personal Care,1.55,19.24,Ambient,false,false,North Star Foods,16 fl oz,fl oz,15.64,"12.0 x 4.8 x 3.7""",Ambient,Personal care formula,None,0,United States
North Star Foods Daily Care Body Wash - 8 oz (Rarely Reordered),Daily Care body wash in a 8 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Marked for limited future availability.,15.29,Personal Care,2024-08-16T05:19:41Z,q_001719,Personal Care,1.55,19.24,Ambient,false,false,North Star Foods,8 oz,oz,8.61,"9.4 x 3.6 x 2.8""",Ambient,Personal care formula,None,0,United States
Purely Good Hydrating Facial Tissues - 16 fl oz (Clearance Listing),Hydrating facial tissues in a 16 fl oz package for online grocery orders. Listed under personal care and intended for ambient storage. Marked for limited future availability.,4.35,Personal Care,2024-08-05T13:23:26Z,q_001719,Personal Care,1.55,19.24,Ambient,false,false,Purely Good,16 fl oz,fl oz,16.60,"6.5 x 2.9 x 4.6""",Ambient,Personal care formula,None,0,United States
Harvest Lane Fresh Mint Shampoo - 3 oz (Rarely Reordered),Fresh Mint shampoo in a 3 oz package for online grocery orders. Listed under personal care and intended for ambient storage. One of the less-repurchased items in its aisle.,10.78,Personal Care,2025-09-15T14:13:29Z,q_001719,Personal Care,1.55,19.24,Ambient,false,false,Harvest Lane,3 oz,oz,2.98,"5.6 x 4.4 x 2.6""",Ambient,Personal care formula,None,0,United States
Market Pantry Co. Family Pack Brioche Buns - 12 oz (Regular Listing),Family Pack brioche buns in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage.,3.87,Bakery,2025-05-20T10:06:09Z,q_001720,Bakery,1.15,9.35,Ambient,true,false,Market Pantry Co.,12 oz,oz,11.79,"2.4 x 6.3 x 5.7""",Ambient,"Sugar, Yeast, Water, Wheat flour, Salt",Wheat,58,New Zealand
Corner Market Sliced Sourdough Loaf - 20 oz,Sliced sourdough loaf in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Stocked as part of the regular lineup.,4.63,Bakery,2024-10-26T09:39:31Z,q_001720,Bakery,1.15,9.35,Ambient,false,false,Corner Market,20 oz,oz,20.89,"3.4 x 5.7 x 7.3""",Ambient,"Wheat flour, Water, Yeast, Sugar, Salt",Wheat,47,United States
Green Fork Artisan Pita Pockets - 12 oz (Discontinuing Soon),Artisan pita pockets in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Received mixed feedback from shoppers.,6.66,Bakery,2025-11-02T22:59:37Z,q_001720,Bakery,1.15,9.35,Ambient,false,false,Green Fork,12 oz,oz,12.45,"3.0 x 8.2 x 6.6""",Ambient,"Wheat flour, Salt, Water, Sugar, Yeast",Wheat,67,United States
Daily Table Sliced Dinner Rolls - 6 ct (New Listing),Sliced dinner rolls in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Feedback on this listing is still limited.,3.24,Bakery,2026-06-08T12:58:34Z,q_001720,Bakery,1.15,9.35,Ambient,true,false,Daily Table,6 ct,ct,14.85,"2.9 x 4.4 x 6.3""",Ambient,"Water, Yeast, Sugar, Wheat flour, Salt",Wheat,64,Italy
Daily Table Soft Pita Pockets - 12 oz,Soft pita pockets in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage.,7.22,Bakery,2025-09-04T02:42:32Z,q_001720,Bakery,1.15,9.35,Ambient,false,false,Daily Table,12 oz,oz,11.43,"2.8 x 3.7 x 3.4""",Ambient,"Sugar, Water, Yeast, Wheat flour, Salt",Wheat,41,United States
North Star Foods Sliced Dinner Rolls - 8 ct (Limited Feedback),Sliced dinner rolls in a 8 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Limited customer feedback so far.,3.34,Bakery,2026-03-18T02:29:26Z,q_001720,Bakery,1.15,9.35,Ambient,false,false,North Star Foods,8 ct,ct,19.41,"4.3 x 7.0 x 6.2""",Ambient,"Sugar, Salt, Wheat flour, Yeast, Water",Wheat,57,United States
Daily Table Premium Strawberries - 1 lb (Well Reviewed),Premium strawberries in a 1 lb package for online grocery orders. Listed under produce and intended for ambient storage. Generally receives positive feedback.,6.11,Produce,2024-11-18T00:55:54Z,q_001721,Produce,1.11,10.47,Ambient,false,false,Daily Table,1 lb,lb,16.09,"3.6 x 3.6 x 6.0""",Ambient,Whole produce,None,85,United States
Sunny Basket Premium Bananas - 12 oz (#1 Pick),Premium bananas in a 12 oz package for online grocery orders. Listed under produce and intended for ambient storage. Frequently reordered by returning customers.,8.95,Produce,2026-06-03T13:41:41Z,q_001721,Produce,1.11,10.47,Ambient,true,true,Sunny Basket,12 oz,oz,12.04,"1.6 x 3.7 x 5.3""",Ambient,Whole produce,None,82,Thailand
Golden Acre Organic Bananas - 2 lb (Shopper Favorite),Organic bananas in a 2 lb package for online grocery orders. Listed under produce and intended for ambient storage. Often recommended by repeat customers.,3.00,Produce,2025-05-12T04:50:21Z,q_001721,Produce,1.11,10.47,Ambient,true,false,Golden Acre,2 lb,lb,30.17,"6.7 x 11.4 x 5.7""",Ambient,Whole produce,None,94,United States
Purely Good Washed Avocados - 3 lb (Popular Choice),Washed avocados in a 3 lb package for online grocery orders. Listed under produce and intended for ambient storage. A dependable pick according to reviews.,2.40,Produce,2025-02-10T21:51:08Z,q_001721,Produce,1.11,10.47,Ambient,false,false,Purely Good,3 lb,lb,48.93,"7.9 x 9.1 x 8.0""",Ambient,Whole produce,None,79,United States
Daily Table Premium Strawberries - 1 lb (Highly Rated),Premium strawberries in a 1 lb package for online grocery orders. Listed under produce and intended for ambient storage. Often recommended by repeat customers.,8.68,Produce,2025-06-05T10:08:06Z,q_001721,Produce,1.11,10.47,Ambient,false,false,Daily Table,1 lb,lb,16.30,"1.8 x 4.0 x 4.5""",Ambient,Whole produce,None,99,United States
Daily Table Ripe Apples - 1 lb (Best Seller),Ripe apples in a 1 lb package for online grocery orders. Listed under produce and intended for ambient storage. One of the most repurchased items in its aisle.,3.39,Produce,2026-05-06T04:47:56Z,q_001721,Produce,1.11,10.47,Ambient,true,true,Daily Table,1 lb,lb,16.58,"4.0 x 3.8 x 6.8""",Ambient,Whole produce,None,95,United States
Harvest Lane Organic Sweet Potatoes - 1 lb (Rarely Reordered),Organic sweet potatoes in a 1 lb package for online grocery orders. Listed under produce and intended for ambient storage. Rarely reordered by past customers.,4.14,Produce,2026-01-01T01:33:14Z,q_001721,Produce,1.11,10.47,Ambient,false,false,Harvest Lane,1 lb,lb,16.09,"1.9 x 4.1 x 5.0""",Ambient,Whole produce,None,85,United States
Purely Good Fresh Grape Tomatoes - 12 oz (Low Feedback),Fresh grape tomatoes in a 12 oz package for online grocery orders. Listed under produce and intended for ambient storage. Received mixed feedback from shoppers.,5.88,Produce,2025-03-04T07:10:01Z,q_001721,Produce,1.11,10.47,Ambient,false,false,Purely Good,12 oz,oz,12.86,"1.9 x 6.1 x 5.1""",Ambient,Whole produce,None,90,Vietnam
Daily Table Unsweetened Sports Drink - 64 fl oz (Regular Listing),Unsweetened sports drink in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Available for standard online ordering.,11.31,Beverages,2025-01-26T07:36:09Z,q_001722,Beverages,0.65,14.87,Refrigerated,false,false,Daily Table,64 fl oz,fl oz,63.20,"10.8 x 4.6 x 4.7""",Refrigerated,"Filtered water, Natural flavors",None,71,United States
Oak & Grain Caffeine Free Sports Drink - 12 ct (Discontinuing Soon),Caffeine Free sports drink in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Received mixed feedback from shoppers.,4.13,Beverages,2025-07-04T12:47:17Z,q_001722,Beverages,0.65,14.87,Refrigerated,false,false,Oak & Grain,12 ct,ct,149.88,"5.2 x 4.0 x 2.9""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,48,Spain
Purely Good Pulp Free Orange Juice - 64 fl oz (Rarely Reordered),Pulp Free orange juice in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Marked for limited future availability.,9.98,Beverages,2025-05-03T01:48:04Z,q_001722,Beverages,0.65,14.87,Refrigerated,false,false,Purely Good,64 fl oz,fl oz,69.96,"10.0 x 4.0 x 4.6""",Refrigerated,"Filtered water, Natural flavors",Tree nuts,64,United States
Purely Good Zero Sugar Green Tea - 12 ct (Unrated Listing),Zero Sugar green tea in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Feedback on this listing is still limited.,5.12,Beverages,2024-11-29T20:22:32Z,q_001722,Beverages,0.65,14.87,Refrigerated,false,false,Purely Good,12 ct,ct,135.52,"5.5 x 5.0 x 2.4""",Refrigerated,"Filtered water, Natural flavors",None,24,New Zealand
Golden Acre Zero Sugar Sports Drink - 12 ct (Recently Added),Zero Sugar sports drink in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Limited customer feedback so far.,6.43,Beverages,2025-09-09T04:30:53Z,q_001722,Beverages,0.65,14.87,Refrigerated,true,false,Golden Acre,12 ct,ct,151.38,"7.0 x 4.2 x 2.0""",Refrigerated,"Natural flavors, Filtered water",None,81,United States
Golden Acre Unsweetened Sports Drink - 32 fl oz (Best Seller),Unsweetened sports drink in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Consistently praised in customer feedback.,7.03,Beverages,2026-03-11T17:51:25Z,q_001722,Beverages,0.65,14.87,Refrigerated,true,true,Golden Acre,32 fl oz,fl oz,31.39,"7.4 x 4.2 x 3.1""",Refrigerated,"Filtered water, Natural flavors",None,45,United States
Valley Select Lightly Sweetened Sports Drink - 12 fl oz (Regular Listing),Lightly Sweetened sports drink in a 12 fl oz package for online grocery orders. Listed under beverages and intended for ambient storage. Available for standard online ordering.,2.85,Beverages,2025-12-26T09:01:30Z,q_001723,Beverages,0.50,15.45,Ambient,false,false,Valley Select,12 fl oz,fl oz,13.36,"6.6 x 4.7 x 2.2""",Ambient,"Filtered water, Natural flavors",None,83,Spain
Daily Table Caffeine Free Orange Juice - 12 ct (Highly Rated),Caffeine Free orange juice in a 12 ct package for online grocery orders. Listed under beverages and intended for ambient storage. Generally receives positive feedback.,11.47,Beverages,2025-05-23T04:08:59Z,q_001723,Beverages,0.50,15.45,Ambient,false,false,Daily Table,12 ct,ct,133.93,"7.6 x 3.9 x 4.4""",Ambient,"Filtered water, Natural flavors",Tree nuts,74,United States
Daily Table Daily Care Cotton Swabs - 16 fl oz (#1 Pick),Daily Care cotton swabs in a 16 fl oz package for online grocery orders. Listed under personal care and intended for ambient storage. Consistently praised in customer feedback.,9.61,Personal Care,2026-06-02T02:21:55Z,q_001724,Personal Care,0.78,19.45,Ambient,true,true,Daily Table,16 fl oz,fl oz,15.99,"7.0 x 4.9 x 4.7""",Ambient,Personal care formula,None,0,United States
Market Pantry Co. Hydrating Toothpaste - 3 oz (Discontinuing Soon),Hydrating toothpaste in a 3 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Marked for limited future availability.,11.73,Personal Care,2024-12-11T11:16:45Z,q_001724,Personal Care,0.78,19.45,Ambient,true,false,Market Pantry Co.,3 oz,oz,3.15,"8.5 x 3.6 x 3.8""",Ambient,Personal care formula,None,0,Spain
FreshField Hydrating Conditioner - 3 oz (Unrated Listing),Hydrating conditioner in a 3 oz package for online grocery orders. Listed under personal care and intended for ambient storage. A newer addition to the catalog.,6.34,Personal Care,2025-01-28T05:18:38Z,q_001725,Personal Care,1.73,17.84,Ambient,false,false,FreshField,3 oz,oz,2.78,"8.3 x 3.9 x 4.2""",Ambient,Personal care formula,None,0,United States
